id,empid,memid,empdate,status
2506,2383,2482,2019-07-01,A
2507,2384,2483,2019-01-01,A
2508,2385,2484,2019-07-01,A
2509,2386,2485,2019-07-01,A
2510,2387,2486,2019-07-01,A
2511,2388,2487,2019-01-01,A
2512,2389,2488,2019-07-01,A
2513,2390,2489,2019-07-01,A
2514,2391,2490,2019-07-01,A
2515,2392,2491,2019-07-01,A
2516,2393,2492,2019-07-01,A
2517,2394,2493,2019-07-01,A
2518,2395,2494,2019-07-01,A
2519,2396,2495,2019-07-01,A
2520,2397,2496,2019-07-01,A
2521,2398,2497,2019-07-01,A
2522,2399,2498,2019-07-01,A
2523,2400,2499,2019-07-01,A
2524,2401,2500,2019-07-01,A
2525,2402,2501,2019-07-01,A
2526,2403,2502,2019-01-01,A
2527,2405,2503,2019-01-01,A
2528,2404,2504,2019-07-01,A
2529,2406,2505,2019-07-01,A
2530,2407,2506,2019-07-01,A
2531,2408,2507,2019-07-01,A
2532,2409,2508,2019-07-01,A
2533,2410,2509,2019-01-01,A
2534,2411,2510,2019-07-01,A
2535,2412,2511,2019-01-01,A
2536,2413,2512,2019-07-01,A
2537,2414,2513,2019-01-01,A
2538,2415,2514,2019-01-01,S
2539,2416,2515,2019-01-01,A
2540,2417,2516,2019-07-01,A
2541,2418,2517,2019-07-01,A
2542,2419,2518,2019-07-01,A
2543,2420,2519,2019-01-01,A
2544,2421,2520,2021-11-10,A
2545,2422,2521,2019-07-01,A
2546,2423,2522,2019-01-01,A
2547,2424,2523,2019-07-01,A
2548,2425,2524,2019-07-01,A
2549,2426,2525,2019-07-01,A
2550,2427,2526,2019-07-01,A
2551,2428,2527,2019-07-01,A
2552,2429,2528,2019-07-01,A
2553,2430,2529,2019-07-01,A
2554,2431,2530,2019-07-01,A
2555,2432,2531,2019-07-01,A
2556,2433,2532,2019-07-01,A
2557,2312,2533,2019-07-01,A
2558,2313,2534,2019-07-01,A
2559,2314,2535,2019-07-01,A
2560,2315,2536,2019-07-01,A
2561,2316,2537,2019-07-01,A
2562,2317,2538,2019-07-01,A
2563,2436,2539,2019-07-01,A
2564,2437,2540,2019-07-01,A
2565,2438,2541,2019-07-01,A
2566,2318,2542,2019-07-01,A
2567,2439,2543,2019-07-01,A
2568,2440,2544,2019-07-01,A
2569,2441,2545,2019-07-01,A
2570,2442,2546,2019-07-01,A
2571,2444,2547,2019-07-01,A
2572,2445,2548,2019-07-01,A
2573,2446,2549,2019-07-01,A
2574,2447,2550,2019-07-01,A
2575,2448,2551,2019-07-01,A
2576,2449,2552,2019-07-01,A
2577,2450,2553,2019-07-01,A
2578,2451,2554,2019-07-01,A
2579,2452,2555,2013-07-01,A
2580,2453,2556,2019-07-01,A
2581,2454,2557,2019-07-01,A
2582,2455,2558,2019-07-01,A
2583,2456,2559,2019-07-01,A
2584,2457,2560,2019-07-01,A
2585,2458,2561,2019-07-01,A
2586,2459,2562,2019-07-01,A
2587,2460,2563,2019-07-01,A
2588,2461,2564,2019-07-01,A
2589,2462,2565,2019-07-01,A
2590,2463,2566,2019-07-01,A
2591,2464,2567,2019-07-01,A
2592,2465,2568,2019-07-01,A
2593,2466,2569,2019-07-01,A
2594,2467,2570,2019-07-01,A
2595,2468,2571,2019-07-01,A
2596,2469,2572,1986-07-01,A
2597,2470,2573,2019-07-01,A
2598,2471,2574,2019-07-01,A
2599,2357,2575,2019-07-01,A
2600,2359,2576,2019-07-01,A
2601,2360,2577,2019-07-01,A
2602,2361,2578,2019-07-01,A
2603,2362,2579,2019-07-01,A
2604,2364,2580,2019-07-01,A
2605,2365,2581,2019-07-01,A
2606,2366,2582,2019-07-01,A
2607,2367,2583,2019-07-01,A
2608,2370,2584,2019-07-01,A
2609,2371,2585,2019-07-01,A
2610,1953,2586,2019-07-01,A
2611,2208,2587,2019-07-01,A
2612,2373,2588,2019-07-01,A
2613,2375,2589,2019-07-01,A
2614,1589,2590,2019-07-01,A
2615,2377,2591,2019-07-01,A
2616,2353,2592,2019-07-01,A
2617,2484,2593,2019-07-01,A
2618,2483,2594,2019-07-01,A
2619,2482,2595,2019-07-01,S
2620,2481,2596,2019-07-01,A
2621,2480,2597,2019-07-01,A
2622,2479,2598,2019-07-01,A
2623,2478,2599,2019-07-01,A
2624,2477,2600,2019-07-01,A
2625,2476,2601,2019-07-01,A
2626,2475,2602,2019-07-01,A
2627,2474,2603,2019-07-01,A
2628,2473,2604,2019-07-01,A
2629,1299,2605,2019-07-01,A
2630,1301,2606,2019-07-01,A
2631,2485,2607,2019-07-01,A
2632,2486,2608,2019-07-01,A
2633,2487,2609,2019-07-01,A
2634,2489,2610,2019-07-01,A
2635,2490,2611,2019-07-01,A
2636,2491,2612,2019-07-01,A
2637,2492,2613,2019-07-01,A
2638,2493,2614,2019-07-01,A
2639,2494,2615,2019-07-01,A
2640,2495,2616,2019-07-01,A
2641,2496,2617,2019-07-01,A
2642,2497,2618,2019-07-01,A
2643,2498,2619,2019-07-01,A
2644,2499,2620,2019-01-01,A
2645,2500,2621,2011-03-31,A
2646,2501,2622,1980-07-01,A
2647,1611,2623,2021-03-31,A
2648,2503,2624,2019-07-01,A
2649,2504,2625,2019-01-01,S
2650,2505,2626,2019-01-01,A
2651,2506,2627,2019-01-01,A
2652,2507,2628,2019-01-01,A
2653,2508,2629,2019-01-01,A
2654,2509,2630,2019-01-01,A
2655,2510,2631,2019-07-01,A
2656,2512,2632,2019-07-01,A
2657,2511,2633,2019-07-01,A
2658,2513,2634,2019-01-01,A
2659,2518,2635,2019-07-01,A
2660,2517,2636,2019-07-01,A
2661,2516,2637,2019-07-01,A
2662,2514,2638,2019-07-01,A
2663,2515,2639,2019-07-01,A
2664,2521,2640,2019-07-01,A
2665,2522,2641,2019-07-01,A
2666,2519,2642,2019-07-01,A
2667,2520,2643,2019-07-01,A
2668,2523,2644,2019-01-01,A
2669,2524,2645,2019-01-01,A
2670,2525,2646,2019-07-01,A
2671,2526,2647,2019-07-01,A
2672,2527,2648,2019-07-01,A
2673,2528,2649,2019-07-01,A
2674,2529,2650,2019-07-01,A
2675,2530,2651,2019-07-01,A
2676,2531,2652,2019-07-01,A
2677,2532,2653,2019-07-01,A
2678,2533,2654,2019-07-01,A
2679,2535,2655,2019-07-01,A
2680,2536,2656,2019-07-01,A
2681,2537,2657,2019-07-01,A
2682,2534,2658,2019-07-01,A
2683,2538,2659,2019-07-01,A
2684,2539,2660,2019-07-01,A
2685,2540,2661,2019-07-01,A
2686,2541,2662,2019-07-01,A
2687,2545,2663,2019-07-01,A
2688,2544,2664,2019-07-01,A
2689,2542,2665,2019-07-01,A
2690,2543,2666,2019-07-01,A
2691,2549,2667,2019-07-01,A
2692,2547,2668,2019-07-01,A
2693,2546,2669,2019-07-01,A
2694,2548,2670,2019-07-01,A
2695,2550,2671,2019-07-01,A
2696,2551,2672,2019-07-01,A
2697,2552,2673,2019-07-01,A
2698,2553,2674,2019-07-01,A
2699,2557,2675,2019-02-01,A
2700,2556,2676,2019-03-13,A
2701,2554,2677,2019-03-13,A
2702,2555,2678,2019-03-13,A
2703,2558,2679,2019-07-01,A
2704,2559,2680,2019-07-01,A
2705,2560,2681,2019-07-01,A
2706,2561,2682,2019-07-01,A
2707,2562,2683,2019-07-01,A
2708,2563,2684,2019-07-01,A
2709,2564,2685,2019-07-01,A
2710,2435,2686,2019-07-01,A
2711,2566,2687,2019-07-01,A
2712,2567,2688,2019-07-01,A
2713,2568,2689,2019-07-01,A
2714,2569,2690,2019-07-01,A
2715,2570,2691,2019-07-01,A
2716,2571,2692,2019-07-01,A
2717,2572,2693,2019-07-01,A
2718,2573,2694,2019-07-01,A
2719,2574,2695,2019-07-01,A
2720,2575,2696,2019-07-01,A
2721,2576,2697,2019-07-01,A
2722,2577,2698,2019-07-01,A
2723,2578,2699,2019-07-01,A
2724,2579,2700,2019-07-01,A
2725,2580,2701,2019-07-01,A
2726,2581,2702,2019-07-01,A
2727,2582,2703,2019-07-01,A
2728,2583,2704,2019-07-01,A
2729,2584,2705,2019-07-01,A
2730,2585,2706,2019-07-01,A
2731,2586,2707,2019-07-01,A
2732,2587,2708,2019-07-01,A
2733,2588,2709,2019-07-01,A
2734,2589,2710,2019-07-01,A
2735,2590,2711,2019-07-01,A
2736,2591,2712,2019-07-01,A
2737,2592,2713,2019-07-01,A
2738,2593,2714,2019-07-01,A
2739,2594,2715,2019-07-01,A
2740,2595,2716,2019-07-01,A
2741,2596,2717,2019-07-01,A
2742,2597,2718,2019-07-01,A
2743,2599,2719,2019-07-01,A
2744,2599,2720,2013-07-01,A
2745,2600,2721,2019-07-01,A
2746,2601,2722,2019-07-01,A
2747,2602,2723,2019-07-01,A
2748,2603,2724,2019-07-01,A
2749,2604,2725,2019-07-01,A
2750,2606,2726,2019-07-01,A
2751,2607,2727,2019-07-01,A
2752,2608,2728,2019-07-01,A
2753,2609,2729,2019-07-01,A
2754,2610,2730,2019-07-01,A
2755,2611,2731,2019-07-01,A
2756,2612,2732,2001-07-01,A
2757,2613,2733,2019-07-01,A
2758,2614,2734,2019-07-01,A
2759,2615,2735,2019-07-01,A
2760,2616,2736,2019-07-01,A
2761,2617,2737,2019-07-01,A
2762,2618,2738,2019-07-01,A
2763,2619,2739,2019-07-01,A
2764,2620,2740,2019-07-01,A
2765,2621,2741,2019-07-01,A
2766,2622,2742,2019-07-01,A
2767,2623,2743,2019-07-01,A
2768,2624,2744,2019-07-01,A
2769,2625,2745,2019-07-01,A
2770,2626,2746,2019-07-01,A
2771,2627,2747,2019-07-01,A
2772,2628,2748,2019-07-01,A
2773,2629,2749,2019-07-01,A
2774,2630,2750,2019-07-01,A
2775,2631,2751,2019-07-01,A
2776,2632,2752,2019-07-01,A
2777,2633,2753,2019-07-01,A
2778,2634,2754,2019-07-01,A
2779,2635,2755,2019-07-01,A
2780,2636,2756,2019-07-01,A
2781,2637,2757,2019-07-01,A
2782,2638,2758,2019-07-01,A
2783,2639,2759,2019-07-01,A
2784,2640,2760,2019-07-01,A
2785,2538,2761,2019-07-01,A
2786,2642,2762,2019-07-01,A
2787,2643,2763,2019-07-01,A
2788,2644,2764,2019-07-01,A
2789,2645,2765,2019-07-01,A
2790,2646,2766,2019-07-01,A
2791,2647,2767,2019-07-01,A
2792,2648,2768,2019-07-01,A
2793,2649,2769,2019-07-01,A
2794,2650,2770,2019-07-01,A
2795,2651,2771,2019-07-01,A
2796,2652,2772,2019-07-01,A
2797,2408,2773,1989-10-10,A
2798,2654,2774,2019-07-01,A
2799,2656,2775,2019-07-01,A
2800,2657,2776,2019-07-01,A
2801,2658,2777,2019-07-01,A
2802,2658,2778,2019-07-01,A
2803,2660,2779,2019-07-01,A
2804,2659,2780,2019-07-01,A
2805,2661,2781,2019-07-01,A
2806,2662,2782,2019-07-01,A
2807,2663,2783,2019-07-01,A
2808,2664,2784,2019-07-01,A
2809,2665,2785,2019-07-01,A
2810,2666,2786,2019-07-01,A
2811,2668,2787,2019-07-01,A
2812,2667,2788,2019-02-19,A
2813,2669,2789,2019-07-01,A
2814,2670,2790,2019-07-01,A
2815,2671,2791,2019-07-01,A
2816,2672,2792,2019-07-01,A
2817,2673,2793,2019-07-01,A
2818,2674,2794,2019-07-01,A
2819,2675,2795,2019-07-01,A
2820,2676,2796,2019-07-01,A
2821,2678,2797,2019-07-01,A
2822,2677,2798,2019-07-01,A
2823,2679,2799,2019-07-01,A
2824,2680,2800,2019-07-01,A
2825,2681,2801,2019-07-01,A
2826,2682,2802,2019-07-01,A
2827,2683,2803,2019-07-01,A
2828,2685,2804,2019-07-01,A
2829,2685,2805,2019-07-01,A
2830,2684,2806,2019-07-01,A
2831,2686,2807,2019-07-01,A
2832,2687,2808,2019-07-01,A
2833,2689,2809,2019-07-01,A
2834,2690,2810,2019-07-01,A
2835,2688,2811,2019-07-01,A
2836,2691,2812,2019-07-01,A
2837,2691,2813,2019-07-01,S
2838,2693,2814,2019-07-01,A
2839,2694,2815,2019-07-01,A
2840,2692,2816,2019-07-01,A
2841,2695,2817,2019-07-01,A
2842,2696,2818,2019-07-01,A
2843,2697,2819,2019-07-01,A
2844,2698,2820,2019-07-01,A
2845,2699,2821,2019-07-01,A
2846,2700,2822,2019-07-01,A
2847,2701,2823,2019-07-01,A
2848,2702,2824,2019-07-01,A
2849,2703,2825,2019-07-01,A
2850,2704,2826,2019-07-01,A
2851,2705,2827,2019-07-01,A
2852,2706,2828,2019-07-01,A
2853,2708,2829,2019-07-01,A
2854,2707,2830,2019-07-01,A
2855,2710,2831,2019-07-01,A
2856,2709,2832,2019-07-01,A
2857,2711,2833,2019-07-01,A
2858,2712,2834,2019-07-01,A
2859,2714,2835,2019-07-01,A
2860,2715,2836,2019-07-01,A
2861,2717,2837,2019-07-01,A
2862,2713,2838,2019-02-07,A
2863,2718,2839,2019-07-01,A
2864,2716,2840,2019-07-01,A
2865,2719,2841,2019-07-01,A
2866,2720,2842,2019-07-01,A
2867,2721,2843,2019-07-01,A
2868,2722,2844,2019-07-01,A
2869,2723,2845,2019-07-01,A
2870,2724,2846,2019-07-01,A
2871,2725,2847,2019-07-01,A
2872,2726,2848,2019-07-01,A
2873,2727,2849,2019-07-01,A
2874,2728,2850,2019-07-01,A
2875,2729,2851,2019-07-01,A
2876,2731,2852,2019-07-01,A
2877,2733,2853,2019-07-01,A
2878,2732,2854,2019-07-01,A
2879,2729,2855,2019-07-01,A
2880,2735,2856,2019-07-01,A
2881,2737,2857,2019-07-01,A
2882,2736,2858,2019-07-01,A
2883,2738,2859,2019-07-01,A
2884,2740,2860,2019-07-01,A
2885,2742,2861,2019-07-01,A
2886,2741,2862,2019-07-01,A
2887,2739,2863,2019-07-01,A
2888,2743,2864,2019-07-01,A
2889,2746,2865,2019-07-01,A
2890,2744,2866,2019-07-01,A
2891,2747,2867,2019-07-01,A
2892,2748,2868,2019-07-01,A
2893,2745,2869,2019-07-01,A
2894,2750,2870,2019-07-01,A
2895,2751,2871,2019-07-01,A
2896,2749,2872,2019-07-01,A
2897,2753,2873,2019-07-01,A
2898,2754,2874,2019-07-01,A
2899,2757,2875,2019-07-01,A
2900,2755,2876,2019-07-01,A
2901,2758,2877,2019-07-01,A
2902,2756,2878,2019-07-01,A
2903,2759,2879,2019-07-01,A
2904,2760,2880,2019-07-01,A
2905,2752,2881,2019-07-01,A
2906,2761,2882,2019-07-01,A
2907,2762,2883,2019-07-01,A
2908,2763,2884,2019-07-01,A
2909,2764,2885,2019-07-01,A
2910,2765,2886,2019-07-01,A
2911,2768,2887,2019-07-01,A
2912,2767,2888,2019-07-01,A
2913,2769,2889,2019-07-01,A
2914,2770,2890,2019-01-01,A
2915,2766,2891,2019-07-01,A
2916,2771,2892,2019-07-01,A
2917,2773,2893,2019-07-01,A
2918,2772,2894,2019-07-01,A
2919,2775,2895,2019-07-01,A
2920,2774,2896,2019-07-01,A
2921,2778,2897,2019-07-01,A
2922,2779,2898,2019-07-01,A
2923,2776,2899,2019-07-01,A
2924,797,2900,2019-07-01,A
2925,2780,2901,2019-07-01,A
2926,2781,2902,2019-07-01,A
2927,2782,2903,2020-06-04,A
2928,2783,2904,2019-07-01,A
2929,2784,2905,2019-07-01,A
2930,2786,2906,2019-07-01,A
2931,2787,2907,2019-07-01,A
2932,2788,2908,2019-07-01,A
2933,2789,2909,2019-07-01,A
2934,2785,2910,2019-07-01,A
2935,2790,2911,2019-07-01,A
2936,2791,2912,2020-02-01,A
2937,2793,2913,2019-07-01,A
2938,2794,2914,2019-07-01,A
2939,2789,2915,2019-07-01,A
2940,2709,2916,2019-07-01,A
2941,2792,2917,2019-07-01,A
2942,2795,2918,2019-01-01,A
2943,2796,2919,2019-07-01,A
2944,2797,2920,2019-07-01,A
2945,2799,2921,2019-07-01,A
2946,2800,2922,2019-07-01,A
2947,2801,2923,2019-07-01,A
2948,2798,2924,2020-04-07,A
2949,1976,2925,2019-07-01,A
2950,2802,2926,2019-07-01,A
2951,2804,2927,2019-07-01,A
2952,2807,2928,2019-07-01,A
2953,2809,2929,2019-07-01,A
2954,2805,2930,2019-02-01,A
2955,2810,2931,2019-07-01,A
2956,2806,2932,2019-07-01,A
2957,2808,2933,2019-07-01,A
2958,2812,2934,2019-07-01,A
2959,2814,2935,2019-07-01,A
2960,2815,2936,2019-07-01,A
2961,2818,2937,2019-07-01,A
2962,2820,2938,2019-01-01,A
2963,2819,2939,2019-07-01,A
2964,2817,2940,2019-07-01,A
2965,2816,2941,2019-07-01,A
2966,2822,2942,2019-07-01,A
2967,2821,2943,2019-07-01,A
2968,2823,2944,2019-07-01,A
2969,2824,2945,2019-07-01,A
2970,2825,2946,2019-07-01,A
2971,2826,2947,2019-07-01,A
2972,2827,2948,2019-07-01,A
2973,2831,2949,2019-07-01,A
2974,2829,2950,2019-07-01,A
2975,2552,2951,2019-07-01,S
2976,2832,2952,2019-07-01,A
2977,2833,2953,2019-07-01,A
2978,2836,2954,2020-09-06,A
2979,2835,2955,2019-07-01,A
2980,2834,2956,2019-07-01,A
2981,2838,2957,2019-07-01,A
2982,2837,2958,2019-07-01,A
2983,2840,2959,2019-07-01,A
2984,2839,2960,2019-01-01,A
2985,2830,2951,2019-07-01,A
2986,2841,2961,2019-07-01,A
2987,2843,2962,2019-01-01,A
2988,2845,2963,2019-07-01,A
2989,2842,2964,2019-07-01,S
2990,2846,2965,2019-01-01,A
2991,2844,2966,2019-07-01,A
2992,2842,2967,2019-07-01,A
2993,2848,2968,2019-01-01,A
2994,2847,2969,2019-07-01,A
2995,1258,2970,2019-07-01,A
2996,2852,2971,2019-07-01,A
2997,2849,2972,2019-07-01,A
2998,2851,2973,2019-07-01,A
2999,2853,2974,2019-07-01,A
3000,2854,2975,2019-07-01,A
3001,2856,2976,2019-07-01,A
3002,2855,2977,2019-07-01,A
3003,2858,2978,2019-07-01,A
3004,2859,2979,2019-07-01,A
3005,2857,2980,2019-07-01,A
3006,2860,2981,2019-07-01,A
3007,2861,2982,2019-07-01,A
3008,2862,2983,2019-07-01,A
3009,2863,2984,2019-07-01,A
3010,2864,2985,2019-07-01,A
3011,2865,2986,2019-07-01,A
3012,2866,2987,2019-07-01,A
3013,2867,2988,2019-07-01,A
3014,2868,2989,2019-07-01,A
3015,2869,2990,2019-07-01,A
3016,2870,2991,2019-07-01,A
3017,2871,2992,2019-07-01,A
3018,2873,2993,2019-07-01,A
3019,2872,2994,2019-07-01,A
3020,2874,2995,2019-07-01,A
3021,2876,2996,2019-07-01,A
3022,2875,2997,2019-07-01,A
3023,2877,2998,2019-07-01,A
3024,2878,2999,2019-07-01,A
3025,2879,3000,2019-07-01,A
3026,2880,3001,2019-07-01,A
3027,2881,3002,2019-07-01,A
3028,2882,3003,2019-07-01,A
3029,2884,3004,2019-07-01,A
3030,2883,3005,2019-07-01,A
3031,2886,3006,2019-07-01,A
3032,2887,3007,2019-07-01,A
3033,2888,3008,2019-07-01,A
3034,2885,3009,2019-07-01,A
3035,2889,3010,2019-07-01,A
3036,2890,3011,2019-07-01,A
3037,2891,3012,2019-07-01,A
3038,2892,3013,2019-07-01,A
3039,2893,3014,2019-07-01,A
3040,2894,3015,2019-07-01,A
3041,2894,3016,2019-07-01,A
3042,2895,3017,2019-07-01,A
3043,2897,3018,2019-07-01,A
3044,2896,3019,2019-07-01,A
3045,2898,3020,2019-07-01,A
3046,2901,3021,2019-07-01,A
3047,2899,3022,2019-07-01,A
3048,2900,3023,2019-07-01,A
3049,2902,3024,2019-07-01,A
3050,2903,3025,2019-07-01,A
3051,2905,3026,2019-07-01,A
3052,2906,3027,2019-07-01,A
3053,2904,3028,2019-07-01,A
3054,2907,3029,2019-07-01,A
3055,2907,3030,2019-07-01,S
3056,2900,3031,2019-07-01,A
3057,2908,3032,2019-07-01,A
3058,2910,3033,2019-07-01,A
3059,2911,3034,2019-07-01,A
3060,2912,3035,2019-07-01,A
3061,2914,3036,2019-07-01,A
3062,2915,3037,2019-07-01,A
3063,2913,3038,2019-07-01,A
3064,2918,3039,2019-07-01,A
3065,2917,3040,2019-07-01,A
3066,2916,3041,2019-07-01,A
3067,2919,3042,2019-07-01,A
3068,2920,3043,2019-07-01,A
3069,2921,3044,2019-07-01,A
3070,2922,3045,2019-07-01,A
3071,2923,3046,2019-07-01,A
3072,2925,3047,2019-07-01,A
3073,265,3048,2019-07-01,A
3074,2927,3049,2019-07-01,A
3075,2926,3050,2019-07-01,A
3076,2928,3051,2019-07-01,A
3077,2929,3052,2019-07-01,A
3078,2930,3053,2019-07-01,A
3079,2931,3054,2019-07-01,A
3080,2932,3055,2019-07-01,A
3081,2935,3056,2019-07-01,A
3082,2933,3057,2019-07-01,A
3083,2938,3058,2019-07-01,A
3084,2937,3059,2019-07-01,A
3085,2934,3060,2019-07-01,A
3086,2936,3061,2019-07-01,A
3087,2939,3062,2019-07-01,A
3088,2940,3063,2019-07-01,A
3089,2941,3064,2019-07-01,A
3090,2919,3065,2019-07-01,A
3091,2943,3066,2019-07-01,A
3092,2944,3067,2019-07-01,A
3093,2946,3068,2019-07-01,A
3094,2945,3069,2019-07-01,A
3095,2947,3070,2019-07-01,A
3096,2948,3071,2019-07-01,A
3097,2949,3072,2019-07-01,A
3098,2950,3073,2019-07-01,A
3099,2952,3074,2019-07-01,A
3100,2954,3075,2019-07-01,A
3101,2953,3076,2019-07-01,A
3102,2828,3077,2019-07-01,A
3103,2955,3078,2019-07-01,S
3104,2957,3079,2019-07-01,A
3105,2956,3080,2019-07-01,A
3106,2958,3081,2019-07-01,A
3107,2951,3082,2019-07-01,S
3108,2959,3083,2019-07-01,A
3109,2960,3084,2019-07-01,A
3110,2961,3085,2019-07-01,A
3111,2962,3086,2019-07-01,A
3112,2963,3087,2019-07-01,A
3113,2964,3088,2019-07-01,A
3114,2718,3089,2019-07-01,A
3115,2967,3090,2019-07-01,A
3116,2968,3091,2019-07-01,A
3117,2969,3092,2019-07-01,A
3118,2966,3093,2019-07-01,A
3119,2970,3094,2019-07-01,A
3120,2972,3095,2019-07-01,A
3121,2971,3096,2019-07-01,A
3122,2975,3097,2019-07-01,A
3123,2973,3098,2019-07-01,A
3124,2976,3099,2019-07-01,A
3125,2977,3100,2019-07-01,A
3126,2978,3101,2019-07-01,A
3127,2981,3102,2019-07-01,A
3128,2980,3103,2019-07-01,A
3129,2982,3104,2019-07-01,A
3130,2983,3105,2019-07-01,A
3131,2984,3106,2019-07-01,A
3132,2985,3107,2019-07-01,A
3133,2987,3108,2019-07-01,A
3134,2988,3109,2019-07-01,A
3135,2986,3110,2019-07-01,A
3136,2989,3111,2019-07-01,A
3137,2990,3112,2019-07-01,A
3138,2991,3113,2019-07-01,A
3139,2992,3114,2019-07-01,A
3140,2994,3115,2019-07-01,A
3141,2995,3116,2019-07-01,A
3142,2997,3117,2019-07-01,A
3143,2998,3118,2019-07-01,A
3144,2993,3119,2019-07-01,A
3145,2999,3120,2019-07-01,A
3146,3001,3121,2019-07-01,A
3147,2994,3122,2019-07-01,A
3148,3002,3123,2019-07-01,A
3149,3003,3124,2019-07-01,A
3150,3004,3125,2019-07-01,A
3151,3005,3126,2019-07-01,A
3152,3007,3127,2019-07-01,A
3153,3006,3128,2019-07-01,A
3154,3009,3129,2019-07-01,A
3155,3008,3130,2019-07-01,A
3156,3010,3131,2019-07-01,A
3157,3011,3132,2019-07-01,A
3158,3013,3133,2019-07-01,A
3159,3012,3134,2019-07-01,A
3160,3014,3135,2019-07-01,A
3161,3015,3136,2019-07-01,A
3162,3016,3137,2019-07-01,A
3163,3017,3138,2019-07-01,A
3164,3019,3139,2019-07-01,A
3165,3018,3140,2019-07-01,A
3166,3021,3141,2019-07-01,A
3167,3020,3142,2019-07-01,A
3168,3022,3143,2019-07-01,A
3169,3023,3144,2019-07-01,A
3170,2996,3145,2019-07-01,A
3171,3025,3146,2019-07-01,A
3172,3024,3147,2019-07-01,A
3173,3026,3148,2019-07-01,A
3174,3027,3149,2019-07-01,A
3175,3028,3150,2019-07-01,A
3176,3029,3151,2019-07-01,A
3177,3030,3152,2019-07-01,A
3178,3032,3153,2019-07-01,A
3179,3031,3154,2019-07-01,A
3180,3034,3155,2019-07-01,A
3181,3035,3156,2019-07-01,A
3182,3037,3157,2019-07-01,A
3183,3033,3158,2019-07-01,A
3184,3036,3159,2019-07-01,A
3185,3038,3160,2019-07-01,A
3186,3040,3161,2019-07-01,S
3187,3039,3162,2019-07-01,A
3188,3042,3163,2019-07-01,A
3189,3043,3164,2019-07-01,A
3190,3045,3165,2019-07-01,A
3191,3041,3166,2019-07-01,A
3192,3044,3167,2019-07-01,A
3193,3047,3168,2019-07-01,A
3194,3049,3169,2019-07-01,A
3195,1376,3170,2019-07-01,A
3196,3050,3171,2019-07-01,A
3197,3052,3172,2019-07-01,A
3198,3051,3173,2019-07-01,A
3199,3053,3174,2019-07-01,A
3200,3056,3175,2019-07-01,A
3201,3054,3176,2019-07-01,A
3202,3058,3177,2019-07-01,A
3203,3057,3178,2019-07-01,A
3204,3059,3179,2019-07-01,A
3205,3060,3180,2019-07-01,A
3206,3061,3181,2019-07-01,A
3207,3055,3182,2019-07-01,A
3208,3048,3183,2019-07-01,A
3209,3063,3184,2019-07-01,A
3210,3064,3185,2019-07-01,A
3211,3062,3186,2019-07-01,A
3212,3066,3187,2019-07-01,A
3213,3065,3188,2019-07-01,A
3214,3068,3189,2019-07-01,A
3215,3067,3190,2019-07-01,A
3216,3069,3191,2019-07-01,A
3217,3071,3192,2019-07-01,A
3218,3072,3193,2019-07-01,A
3219,3073,3194,2019-07-01,A
3220,3070,3195,2019-07-01,A
3221,3074,3196,2019-07-01,A
3222,3076,3197,2019-07-01,A
3223,3077,3198,2019-07-01,A
3224,3078,3199,2019-07-01,A
3225,3075,3200,2019-07-01,A
3226,3079,3201,2019-07-01,A
3227,3080,3202,2019-07-01,A
3228,3082,3203,2019-07-01,A
3229,3062,3204,2019-07-01,A
3230,3083,3205,2019-07-01,A
3231,3084,3206,2019-07-01,A
3232,3085,3207,2019-07-01,A
3233,3086,3208,2019-07-01,A
3234,3087,3209,2019-07-01,A
3235,3088,3210,2019-07-01,A
3236,3089,3211,2019-07-01,A
3237,3090,3212,2019-07-01,A
3238,3092,3213,2019-07-01,A
3239,3093,3214,2019-07-01,A
3240,3094,3215,2019-07-01,A
3241,3095,3216,2019-07-01,A
3242,3096,3217,2019-07-01,A
3243,3098,3218,2019-07-01,A
3244,3097,3219,2019-07-01,A
3245,3099,3220,2019-07-01,S
3246,3100,3221,2019-07-01,A
3247,3102,3222,2019-07-01,A
3248,3101,3223,2019-07-01,A
3249,3103,3224,2019-07-01,A
3250,3104,3225,2019-07-01,A
3251,3105,3226,2019-07-01,A
3252,3107,3227,2019-07-01,A
3253,3106,3228,2019-07-01,A
3254,3108,3229,2019-07-01,A
3255,3110,3230,2019-07-01,A
3256,3109,3231,2019-07-01,A
3257,2730,3232,2019-07-01,A
3258,3111,3233,2019-07-01,A
3259,3112,3234,2019-07-01,A
3260,3113,3235,2019-07-01,A
3261,3114,3236,2019-07-01,A
3262,3115,3237,2019-07-01,A
3263,3117,3238,2019-07-01,A
3264,3118,3239,2019-07-01,A
3265,3116,3240,2019-07-01,A
3266,3119,3241,2019-07-01,A
3267,3121,3242,2019-07-01,A
3268,3120,3243,2019-07-01,S
3269,3123,3244,2019-07-01,A
3270,3124,3245,2019-07-01,A
3271,3125,3246,2019-07-01,A
3272,3126,3247,2019-07-01,A
3273,3122,3248,2019-07-01,A
3274,3129,3249,2019-07-01,A
3275,3128,3250,2019-07-01,A
3276,3130,3251,2019-07-01,A
3277,3131,3252,2019-07-01,A
3278,3133,3253,2019-07-01,A
3279,3134,3254,2019-07-01,A
3280,3135,3255,2019-07-01,A
3281,3137,3256,2019-07-01,A
3282,3136,3257,2019-07-01,A
