sid,did,scode,name,paddress,address,phone,email,cby,cdate,time,edate
525,68,1,CHEYO,CHEYO,P.O.Box 543201,718988934,cheyo@tag.or.tz,1,2019-01-01,10:17:00,19/05/2015 10:17
526,68,2,ILOLANGULU,ILOLANGULU,P.O.Box 543203,718988936,ilolangulu@tag.or.tz,1,2019-01-01,10:18:00,19/05/2015 10:18
527,68,3,KIZENGI,KIZENGI,P.O.Box 543205,718988938,kizengi@tag.or.tz,1,2019-01-01,10:18:00,19/05/2015 10:18
528,68,4,MIRAMBO,MIRAMBO,P.O.Box 543207,718988940,mirambo@tag.or.tz,1,2019-01-01,10:19:00,19/05/2015 10:19
529,68,5, SIKONGE, SIKONGE,P.O.Box 543209,718988942, sikonge@tag.or.tz,1,2019-01-01,10:19:00,19/05/2015 10:19
530,68,6,TABORA MANISPAA,TABORA MANISPAA,P.O.Box 543211,718988944,tabora manispaa@tag.or.tz,1,2019-01-01,12:01:00,19/05/2015 12:01
531,68,7,TUTUO,TUTUO,P.O.Box 543213,718988946,tutuo@tag.or.tz,1,2019-01-01,12:02:00,19/05/2015 12:02
532,68,8,USUNGU ,USUNGU ,P.O.Box 543215,718988948,usungu @tag.or.tz,1,2019-01-01,12:02:00,19/05/2015 12:02
533,68,9,UYUI,UYUI,P.O.Box 543217,718988950,uyui@tag.or.tz,1,2019-01-01,12:03:00,19/05/2015 12:03
534,69,1,KALIUA KUSINI,KALIUA KUSINI,P.O.Box 543219,718988952,kaliua kusini@tag.or.tz,1,2019-01-01,12:03:00,19/05/2015 12:03
535,69,2,KALIUA KASKAZINI,KALIUA KASKAZINI,P.O.Box 543221,718988954,kaliua kaskazini@tag.or.tz,1,2019-01-01,12:04:00,19/05/2015 12:04
536,69,3,KALIUA MAGHARIBI,KALIUA MAGHARIBI,P.O.Box 543223,718988956,kaliua magharibi@tag.or.tz,1,2019-01-01,12:06:00,19/05/2015 12:06
537,69,4,ULYANKULU,ULYANKULU,P.O.Box 543225,718988958,ulyankulu@tag.or.tz,1,2019-01-01,12:06:00,19/05/2015 12:06
538,69,5,URAMBO KASKAZINI,URAMBO KASKAZINI,P.O.Box 543227,718988960,urambo kaskazini@tag.or.tz,1,2019-01-01,12:07:00,19/05/2015 12:07
539,69,6,URAMBO KUSINI,URAMBO KUSINI,P.O.Box 543229,718988962,urambo kusini@tag.or.tz,1,2019-01-01,12:23:00,19/05/2015 12:23
540,69,7,URAMBO MAGHARIBI,URAMBO MAGHARIBI,P.O.Box 543231,718988964,urambo magharibi@tag.or.tz,1,2019-01-01,12:23:00,19/05/2015 12:23
541,69,8,USINGE,USINGE,P.O.Box 543233,718988966,usinge@tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
542,69,9,USSOKE,USSOKE,P.O.Box 543235,718988968,ussoke@tag.or.tz,1,2019-01-01,12:24:00,19/05/2015 12:24
543,70,1,MISSION DEPARTMENT ,DODOMA,P.O.BOX 1760,79876543,,1,2019-01-01,00:52:55,20/07/2022 08:43
544,70,2,TAG HQ,TAG HEAD OFFICE UBUNGO,,222461914,,1,2019-01-01,04:25:18,12/03/2020 04:25
545,43,6,MAFIA,MAFIA,8427 DSM,754273768,mafia@tag.or.tz,4,2019-01-01,02:53:08,31/03/2020 02:53
546,48,10,NGERENGERE,NGERENGERE,47 NGERENGERE,786441244,ngerengere@tag.or.tz,4,2019-01-01,11:36:17,03/06/2020 11:36
547,36,6,ENGUSERO,ENGUSERO - KITETO,66 KIBAYA - KITETO MANYARA,768472077,ephatasimon68@gmail.com,1,2019-01-01,10:53:12,28/07/2020 10:53
548,71,1,LONGIDO,LONGIDO,LONGIDO - ARUSHA,789123363,longido@tag.or.tz,4,2019-01-01,14:27:46,12/08/2020 14:27
549,59,8,MWAKA,MWAKA - TUNDUMA,278 TUNDUMA,765886301,mwaka@tag.or.tz,4,2019-01-01,13:12:31,03/09/2020 13:12
550,71,2,ARUSHA AIRPORT,ARUSHA,14287 ARUSHA,752416789,arushaairport@tag.or.tz,4,2019-01-01,07:52:26,04/09/2020 07:52
551,71,3,ARUSHA CITY,ARUSHA,14287 ARUSHA,752416789,arushacity@tag.or.tz,4,2019-01-01,07:55:17,04/09/2020 07:55
552,71,4,NGARAMTONI,ARUSHA,14287 ARUSHA,752416789,ngaramtoni@tag.or.tz,4,2019-01-01,07:56:22,04/09/2020 07:56
553,71,5,MAKUYUNI,MAKUYUNI,13847 ARUSHA,752416789,makuyuni@tag.or.tz,4,2019-01-01,07:57:54,04/09/2020 07:57
554,71,6,O,A,14287 ARUSHA,752416789,oljoro@tag.or.tz,4,2019-01-01,08:00:43,20/10/2020 19:15
555,71,7,KISONGO,ARUSHA,14287 ARUSHA,752416789,kisongo@tag.or.tz,4,2019-01-01,08:01:28,04/09/2020 08:01
556,71,8,MONDULI MASHARIKI,MONDULI,14287 ARUSHA,752416789,mondulimashariki@tag.or.tz,4,2019-01-01,08:02:40,04/09/2020 08:02
557,71,9,MONDULI MAGHARIBI,MONDULI,14287 ARUSHA,752416789,mondulimagharibi@tag.or.tz,4,2019-01-01,08:04:26,04/09/2020 08:04
558,71,10,ARUSHA MAGHARIBI,ARUSHA,11240 ARUSHA,752416789,arushamagharibi@tag.or.tz,4,2019-01-01,08:06:01,04/09/2020 08:06
559,71,11,KIOGA,ARUSHA,11240 ARUSHA,752416789,kioga@tag.or.tz,4,2019-01-01,08:07:23,04/09/2020 08:07
560,71,12,LENGIJAVE,ARUSHA,11240 ARUSHA,752416789,lengijave@tag.or.tz,4,2019-01-01,08:08:21,04/09/2020 08:08
561,71,13,OLDONYOSAMBU,ARUSHA,11240 ARUSHA,752416789,oldonyosambu@tag.or.tz,4,2019-01-01,08:34:51,04/09/2020 08:34
562,57,9,SUMBAWANGA KATI,SUMBAWANGA,298 SUMBAWANGA- RUKWA,757447493,sumbawangakati@tag.or.tz,4,2019-01-01,06:28:25,17/09/2020 06:28
563,32,19,MBUGUNI,MBUGUNI,103 ARUSHA,762726018,mbuguni@tag.or.tz,4,2019-01-01,16:34:13,15/10/2020 16:34
564,71,14,OLJORO,OLJORO,1330 ARUSHA,752964922,oljoro@tag.or.tz,4,2019-01-01,19:12:56,20/10/2020 19:12
565,45,8,KIBITI KUSINI,KIBITI,33 KIBITI,715234318,oscarmkopuka@gmail.com,4,2019-01-01,07:46:13,03/12/2020 07:46
566,45,9,MBANDE,MBANDE - MASHARIKI KUSINI,104614,689602660,samsonmlwafu@gmail.com,4,2019-01-01,11:04:29,27/01/2021 11:04
567,45,10,MWANDEGE,MWANDEGE,DSM,656158103,,4,2019-01-01,09:52:18,02/02/2021 09:52
568,55,8,WANGINGO'MBE KASKAZINI,NJOMBE,BOX 99MAKAMBAKO,757727202,,12,2019-01-01,11:33:19,12/07/2021 11:33
569,45,11,MKAMBA,MASHARIKI KUSINI,8427 DSM,655021190,,5,2019-01-01,11:39:23,16/07/2021 11:39
570,60,10,IDIWILI ,IDIWILI ,,759332223,,12,2019-01-01,10:45:58,19/08/2021 10:45
571,31,14,ARASH ,ARASH,,623447388,,12,2019-01-01,07:18:27,06/09/2021 07:18
572,10,8,WEMBERE ,SINGIDA ,BOX 82SINGIDA ,687799508,,12,2019-01-01,08:39:39,06/09/2021 08:39
573,10,9,WEMBERE ,SINGIDA ,BOX 82SINGIDA ,687799508,,12,2019-01-01,08:39:53,06/09/2021 08:39
574,10,10,WEMBERE ,SINGIDA ,BOX 82SINGIDA ,687799508,,12,2019-01-01,08:40:04,06/09/2021 08:40
575,65,10,SAMUYE ,SAMUYE ,,763001262,,12,2019-01-01,11:53:58,07/09/2021 11:53
576,3,5,MTERA ,MTERA,,716546952,,12,2019-01-01,07:37:45,08/09/2021 07:37
577,1,3,KWAMTORO,DODOMA,,787547242,,5,2019-01-01,12:10:33,10/09/2021 12:10
578,51,8,CHUNYA MJINI ,CHUNYA ,,768863712,,12,2019-01-01,08:14:57,14/09/2021 08:14
579,28,13,NEGERO ,TANGA ,,745277729,,12,2019-01-01,09:24:34,17/09/2021 09:24
580,28,14,NEGERO ,TANGA ,,745277729,,12,2019-01-01,09:24:35,17/09/2021 09:24
581,50,9,MBESA,RUVUMA,5,752859016,,5,2019-01-01,08:46:52,12/10/2021 08:46
582,18,3,TARIME MASHARIKI,TARIME,,759795916,,5,2019-01-01,12:32:30,16/10/2021 12:32
583,18,4,TARIME MAGHARIBI,TARIME,,752736001,,5,2019-01-01,12:49:29,16/10/2021 12:49
584,12,7,GEITA MASHARIKI,GEITA,,764687908,,5,2019-01-01,14:06:37,16/10/2021 14:06
585,16,7,MUREBA MASHARIKI,MUREBA MASHARIKI ,,629055502,,12,2019-01-01,06:11:51,20/10/2021 06:11
586,15,6,BUKOBA VIJIJINI (V),BUKOBA,,766800239,,2,2019-01-01,12:32:19,25/10/2021 12:32
587,15,7,KYAMUTWALA,KAGERA KASKAZINI,,764850594,,2,2019-01-01,12:42:23,25/10/2021 12:42
588,17,10,KARAGWE KASKAZINI MASHARIKI,KAGERA MAGHARIBI,,753337207,,17,2019-01-01,09:11:58,26/10/2021 09:11
589,17,11,KARAGWE KASKAZINI MAGHARIBI,KAGERA MAGHARIBI,,623816462,,17,2019-01-01,09:13:42,26/10/2021 09:13
590,17,12,KARAGWE KUSINI MAGHARIBI,KAGERA MAGHARIBI,,788457744,,17,2019-01-01,09:14:36,26/10/2021 09:14
591,2,8,ITISO,DODOMA KATI,DODOMA,754803993,,1,2019-01-01,08:07:51,27/10/2021 08:07
592,14,5,MUGANZA,GEITA MAGHARIBI,,744469145,,17,2019-01-01,09:39:47,27/10/2021 09:39
593,20,8,NATTA,MARA MASHARIKI,,745457331,,7,2019-01-01,10:19:19,27/10/2021 10:19
594,14,6,KATORO-KATI,GEITA MAGHARIBI,,755147416,,17,2019-01-01,12:33:04,27/10/2021 12:33
595,14,7,BUTUNDWE KASKAZINI,GEITA MAGHARIBI,,759076326,,17,2019-01-01,12:33:48,27/10/2021 12:33
596,20,9,IKORONGO,MARA MASHARIKI,,765489129,,7,2019-01-01,13:09:08,27/10/2021 13:09
597,6,11,BWAKIRWA,MOROGORO KASKAZINI,,686011638,,2,2019-01-01,14:30:17,27/10/2021 14:30
598,6,12,DAKAWA,MOROGORO KASKAZINI,,682622996,,2,2019-01-01,06:18:43,28/10/2021 06:19
599,6,13,MELELA,MOROGORO KASKAZINI,,673003953,,2,2019-01-01,07:08:37,28/10/2021 07:08
600,4,15,BONDE LA UFA,IRINGA KASKAZINI,,742029823,,2,2019-01-01,10:34:51,28/10/2021 10:34
601,5,9,MAFINGA KASKAZINI,IRINGA KUSINI,,762018549,,17,2019-01-01,09:56:27,29/10/2021 09:56
602,4,16,MKWAWA,IRINGA KASKAZINI,,765544980,,2,2019-01-01,12:11:43,29/10/2021 12:11
603,5,10,IFUNDA ,IRINGA KUSINI ,,763730896,,12,2019-01-01,07:22:39,01/11/2021 07:22
604,26,7,BAGAMOYO MSATA,MASHARIKI KASKAZINI,,766440569,,18,2019-01-01,07:47:37,01/11/2021 07:47
605,64,7,LUGUFU,KIGOMA KUSINI,,743504147,,7,2019-01-01,08:01:38,01/11/2021 08:01
606,45,12,YOMBO,MASHARIKI KUSINI,,744737270,,19,2019-01-01,09:37:06,01/11/2021 09:37
607,48,11,KIBAMBA KATI,PWANI MAGHARIBI,,754209441,,7,2019-01-01,09:51:33,01/11/2021 09:51
608,67,9,NZEGA KUSINI MASHARIKI,TABORA KASKAZINI,,742640995,,15,2019-01-01,10:03:53,01/11/2021 10:03
609,43,7,KIMARA KUSINI,KIMARA KUSINI,,787114611,,19,2019-01-01,10:20:06,01/11/2021 10:20
610,48,12,KILUVYA,PWANI MAGHARIBI,,715903489,,19,2019-01-01,13:10:03,01/11/2021 13:10
611,57,10,NAMANYERE KASKAZINI - ,RUKWA MAGHARIBI,,757139400,,19,2019-01-01,13:24:33,21/07/2022 09:35
612,49,16,MBINGA,RUVUMA MAGHARIBI,,768052164,,15,2019-01-01,13:25:48,01/11/2021 13:25
613,36,7,KIMANA,KITETO,,683739937,,19,2019-01-01,13:59:35,23/05/2022 10:56
614,66,8,SHINYANGA KUSINI MASHARIKI,SHINYANGA KUSINI MASHARIKI,,782519522,,16,2019-01-01,09:12:51,02/11/2021 09:12
615,5,11,MAFINGA KUSINI,MAFINGA KUSINI,,754853224,,16,2019-01-01,11:22:08,02/11/2021 11:22
616,5,12,IDETE,IRINGA KUSINI,,759498148,,16,2019-01-01,05:06:23,03/11/2021 05:06
617,22,8,KWIMBA  KASKAZINI,KWIMBA KASKAZINI,,752828866,,16,2019-01-01,12:16:05,03/11/2021 12:16
618,7,15,LUMENO,MOROGORO KUSINI,,762910407,,7,2019-01-01,09:30:01,04/11/2021 09:30
619,18,5,KINESI,MARA KASKAZINI,,787406656,,7,2019-01-01,12:49:29,04/11/2021 12:49
620,6,14,KINGOKWIRA,MOROGORO KASKAZINI,,753207803,,2,2019-01-01,07:17:56,17/12/2021 07:17
621,57,11,KALAMBO KUSINI,RUKWA MAGHARIBI,,764477589,,2,2019-01-01,07:29:12,17/12/2021 07:29
622,57,12,KALAMBO KASKAZINI,RUKWA MAGHARIBI,,743482229,,2,2019-01-01,14:20:37,18/12/2021 14:20
623,33,5,SAME KASKAZINI,KILIMANJARO KUSINI,,763001262,,2,2019-01-01,14:38:46,10/01/2022 14:38
624,33,6,MWANGA KATI,KILIMANJARO KUSINI,,742673031,,2,2019-01-01,14:47:26,10/01/2022 14:47
625,6,15,KIBATI,MOROGORO KASKAZINI,,710286091,,2,2019-01-01,08:00:56,11/01/2022 08:00
626,65,11,MAGEUZI,SHINYANGA KASKAZINI,,762239022,,12,2019-01-01,14:07:18,15/01/2022 14:07
627,7,16,MLIMBA KATI,MOROGORO KUSINI,,763001262,,37,2019-01-01,06:13:19,03/02/2022 06:13
628,31,15,KARATU,ARUSHA MAGHARIBI,KARATU MAGHARIBI,752372250,,37,2019-01-01,06:30:29,17/03/2022 06:30
629,44,21,BONYOKWA KINYEREZI,MASHARIKI KATI KUSINI,P.O.BOX 40247,765079444,,37,2019-01-01,07:26:24,17/03/2022 07:26
630,37,16,DIRMA,MANYARA MAGHARIBI,SLP 172 KATESHI,684287387,,37,2019-01-01,10:06:05,17/03/2022 10:06
631,3,6,KIBAIGWA- KUSINI,KIBAIGWA,,628899808,,23,2019-01-01,09:38:10,22/03/2022 09:38
632,29,7,MICHUNGWANI,185MICHUNGWANI,,657560351,,37,2019-01-01,07:54:37,25/03/2022 07:54
633,29,8,BOMBANI,BOMBANI TANGA,,719377741,,37,2019-01-01,07:55:57,25/03/2022 07:55
634,29,9,PONGWE KUSINI,PONGWE TANGA MASHARIKI,,712774280,,37,2019-01-01,07:57:00,25/03/2022 07:57
635,56,10,NJOMBE MJINI,NJOMBE MJINI,,622702380,,37,2019-01-01,07:58:40,25/03/2022 07:58
636,34,11,MOSHI MSARANGA,MOSHI MSARANGA KILIMANJARO,,717693486,,37,2019-01-01,08:00:11,25/03/2022 08:00
637,29,10,MKWAKWANI,MKWAKWANI TANGA,,689331100,,37,2019-01-01,08:01:52,25/03/2022 08:01
638,29,11,MISOZWE,TANGA MASHARIKI,,714199809,,37,2019-01-01,08:25:36,29/03/2022 08:25
639,9,11,ULEMO,BOX 171 - KIOMBOI,,,,37,2019-01-01,11:42:23,31/03/2022 11:42
640,2,9,ZUZU,1383 ZUZU - DODOMA KATI,,745157726,,37,2019-01-01,08:26:08,04/04/2022 08:26
641,5,13,BOMA,261 BOMA - IRINGA KUSINI,,753026183,,37,2019-01-01,08:38:34,04/04/2022 08:38
642,1,4,PAHI,SLP 555 PAHI DODOMA KASKAZINI,,,,37,2019-01-01,10:34:27,04/04/2022 10:34
643,8,6,DUMILA,90 DUMIRA - MOROGORO,,624653600,,37,2019-01-01,06:28:26,05/04/2022 06:28
644,5,14,MDABULO,IRINGA KUSINI,MDABURO IRINGA KUSINI,752550858,,37,2019-01-01,11:57:09,06/04/2022 11:57
645,37,17,GEHANDU,MAMYARA MAGHARIBI,,,,37,2019-01-01,10:29:59,22/04/2022 10:29
646,26,8,KINONDONI,MASHARIKI KASKAZINI,,652393290,,37,2019-01-01,10:52:40,23/04/2022 10:52
647,54,17,KYELA KUSINI,KYELA,,,,37,2019-01-01,11:03:37,25/04/2022 11:03
648,9,12,DOROMONI,SINGIDA - DOROMONI,,785122794,,37,2019-01-01,11:31:13,25/04/2022 11:31
649,17,13,KARAGWE KUSINI MASHARIKI,255 KARAGWE KUSINI MASHARIKI,,626325246,,37,2019-01-01,06:56:41,27/04/2022 06:56
650,17,14,KYERWA KASKAZINI,567 KAGERA MAGHARIBI,,784949762,,37,2019-01-01,08:24:22,27/04/2022 08:24
651,52,12,NSALALA,KUSINI MAGHARIBI,,769242790,,37,2019-01-01,10:24:42,29/04/2022 10:24
652,56,11,ULEMBWE,NJOMBE KUSINI,,758975543,,37,2019-01-01,11:07:51,29/04/2022 11:07
653,53,18,SAE,MBEYA KASKAZINI,,694313920,,37,2019-01-01,11:20:27,29/04/2022 11:20
654,51,9,MAKONGOLOSI,CHUNYA  - MAKONGOROSI,,621830623,,37,2019-01-01,07:50:50,02/05/2022 07:50
655,60,11,ISANSA,ISANSA - SONGWE MASHARIKI,,,,37,2019-01-01,08:26:50,02/05/2022 08:26
656,16,8,KAMACHUMU,KAGERA KUSINI - KAMACHUMU,,,,37,2019-01-01,08:56:59,02/05/2022 08:56
657,16,9,IZIGO,KAGERA KUSINI - IZIGO,,762589947,,37,2019-01-01,09:00:51,02/05/2022 09:00
658,54,18,LWANGWA BUSOKELO,KANYELELE - MBEYA KUSINI,,757662755,,37,2019-01-01,10:07:52,02/05/2022 10:07
659,59,9,ITUMBA,SONGWE MAGHARIBI -ITUMBA,,762116723,,37,2019-01-01,11:05:57,02/05/2022 11:05
660,6,16,TURIAN,MOROGORO KASKAZIN-TURIAN,,,,37,2019-01-01,11:58:57,02/05/2022 11:58
661,6,17,KIROKA,MOROGORO KASKAZINI-KIROKA,,,,37,2019-01-01,12:02:10,02/05/2022 12:02
662,6,18,MOROGORO MJINI KASKAZINI,MOROGORO MJINI KASKAZINI-MOROGORO KASKAZIN,,,,37,2019-01-01,12:04:37,02/05/2022 12:04
663,54,19,MPOROTO,MPOROTO-MBEYA KUSINI,,755416945,,37,2019-01-01,12:07:35,02/05/2022 12:07
664,54,20,SELYA BUSOKELO,SELYA BUSOKELO-MBEYA KUSIN,,766274684,,37,2019-01-01,12:10:48,02/05/2022 12:10
665,54,21,NKUKWE,NKUKWE-MBEYA KUSINI,,,,37,2019-01-01,12:11:55,02/05/2022 12:11
666,54,22,KASUMULU,MBEYA-KASUMULU,,758719867,,37,2019-01-01,12:25:00,02/05/2022 12:25
667,7,17,MASAGAJI,MOROGORO KUSINI-MASAGAJI,,684125424,,37,2019-01-01,12:27:47,02/05/2022 12:27
668,54,23,PAKATI  INAWATU,PAKATI-MBEYA KUSINI,,769926120,,37,2019-01-01,12:29:10,08/06/2022 10:07
669,54,24,TUKUYU,TUKUYU,,755904160,,37,2019-01-01,12:30:22,10/05/2022 07:50
670,54,25,TUKUYU MGHARIBI,MEYA KUSINI-,,757440433,,37,2019-01-01,12:36:54,02/05/2022 12:36
671,54,26,KYELA KASKAZINI,MBEYA KUSINI-KYELA KASKAZINI,,754325408,,37,2019-01-01,12:38:20,02/05/2022 12:38
672,54,27,TUKUYU,MBEYA KUSINI-TUKUYU,,755904160,,37,2019-01-01,12:39:37,02/05/2022 12:39
673,54,28,NTEBELA,MBEYA KUSINI-NTEBELA,,755237358,,37,2019-01-01,12:41:08,02/05/2022 12:41
674,56,12,KIFANYA,NJOMBE KUSINI-KIFANYA,,,,37,2019-01-01,12:42:23,02/05/2022 12:42
675,56,13,MATAMBA,NJOMBE KUSINI-MATAMBA,,,,37,2019-01-01,12:43:22,02/05/2022 12:43
676,60,12,HALUNGU,SONGWE MASHARIKI - HALUNGU,SLP 135 SONGWE,766106389,,37,2019-01-01,05:56:34,03/05/2022 05:56
677,53,19,INYALA,MBEYA KASKAZINI - INYALA,,762038720,,37,2019-01-01,06:11:17,03/05/2022 06:11
678,59,10,IHANDA - MASHARIKI,SONGWE MAGHARIBI IHANDA,P.O.BOX 543077,742466218,,37,2019-01-01,10:03:28,03/05/2022 10:12
679,68,10,MWINYI,TABORA KUSINI,,753928184,,37,2019-01-01,12:23:19,03/05/2022 12:23
680,9,13,KINYANGIRI,SINGIDA KASKAZINI - KINYANGIRI,,748705347,,37,2019-01-01,10:58:16,04/05/2022 10:58
681,51,10,CHOKAA,CHUNYA - CHOKAA,,,,37,2019-01-01,12:30:02,04/05/2022 12:30
682,34,12,MAILISITA,KILIMANJARO MAGHARIBI -MAILISITA,,759353731,,37,2019-01-01,09:58:18,05/05/2022 09:58
683,25,5,MASWA KATI,SIMIYU KUSINI  -MASWA KATI,,768136019,,37,2019-01-01,10:11:31,05/05/2022 10:11
684,36,8,OLBOLOT,OLBOLOT - KITETO,,685530775,,37,2019-01-01,04:49:46,06/05/2022 04:49
685,72,8,MJI MPYA,RUVUMA KATI - MJI MPYA,,,,37,2019-01-01,08:13:02,06/05/2022 08:13
686,15,8,KYAMUTWALA,KAGERA KASKAZINI - KYAMUTWALA,,,,37,2019-01-01,08:14:17,06/05/2022 08:14
687,1,5,MTRIYANGWI,DODOMA KASKAZINI - MTRIYANGWI,,,,37,2019-01-01,10:48:32,07/05/2022 10:48
688,1,6,MTRIWIYANG,DODOMA KASKAZINI  MTRIYANGWI,,,,37,2019-01-01,10:50:33,07/05/2022 10:50
689,1,7,BEREKO,DODOMA KASKAZINI - BEREKO,,O657390794,,37,2019-01-01,08:39:55,09/05/2022 08:39
690,52,13,ITETE,KUSINI MAGHARIBI - ITETE,,768064686,,37,2019-01-01,09:28:45,09/05/2022 09:28
691,52,14,KANGA,KISINI MAGHARIBI - KANGA,,755695992,,37,2019-01-01,10:26:37,09/05/2022 10:26
692,32,20,BARAA,BARAA-ARUSHA MASHARIKI,,,,23,2019-01-01,15:12:25,09/05/2022 15:12
693,5,15,MDABULO - INA WATU,MDABULO-IRINGA KUSINI,MDABULO,,,23,2019-01-01,15:23:31,20/07/2022 10:18
694,5,16,KIBAO,KIBAO IRINGA KUSINI,,,,23,2019-01-01,16:03:22,09/05/2022 16:03
695,54,29,TUKUYU,TUKUYU MBEYA KUSINI,,,,23,2019-01-01,17:44:18,09/05/2022 17:44
696,34,13,MACHAME,MACHAME KILIMANJARO MAGHARIBI,,,,23,2019-01-01,18:16:14,09/05/2022 18:16
697,34,14,LONGUO KCMC,LONGUO KCMC KILIMANJARO MAGHARIBI,,,,23,2019-01-01,18:22:43,09/05/2022 18:22
698,54,30,NJEBELA,NJEBELA MBEYA KUSINI,,,,23,2019-01-01,18:31:42,09/05/2022 18:31
699,55,9,MALANGALI,MALANGALI NJOMBE KASKAZINI,,,,23,2019-01-01,04:46:08,10/05/2022 04:46
700,32,21,KINGORI ,KINGORI  ARUSHA MASHARIKI,,,,23,2019-01-01,05:31:08,10/05/2022 05:31
701,5,17,WASA,WASA  IRINGA KUSINI,,,,23,2019-01-01,05:46:16,10/05/2022 05:46
702,1,8,GOIMA,DODOMA KASKAZINI - GOIMA,,788865335,,37,2019-01-01,08:19:25,10/05/2022 08:19
703,52,15,SHIZUVI,SHIZUVI - KUSINI MAGHARIBI,,758502949,,37,2019-01-01,10:05:05,10/05/2022 10:05
704,35,5,VUNJO KATI,VUNJO KATI KILIMANJARO MASHARIKI,,,,23,2019-01-01,11:20:09,10/05/2022 11:20
705,36,9,NAMELOCK,NAMELOCK - KITETO,,786898440,,37,2019-01-01,12:15:05,10/05/2022 12:15
706,34,15,MOSHI KATI,MOSHI KATI KILIMANJARO MAGHARIBI,,,,23,2019-01-01,14:41:02,10/05/2022 14:41
707,33,7,SAME KUSINI,SAME - KILIMANJARO,,656727673,,37,2019-01-01,11:35:21,11/05/2022 11:35
708,15,9,BUKOBA MANISPAA  KASKAZIN,BUKOBA MANISPAA KASKAZINI  KAGERA KASKAZINI,,,,23,2019-01-01,11:45:46,11/05/2022 11:45
709,52,16,MSHEWE,MSHEWE,,765913485,,21,2019-01-01,05:34:36,12/05/2022 05:34
710,44,22,MANEROMANGO (AINA WATU),MANEROOMANGO,,688114966,,21,2019-01-01,06:05:54,12/07/2022 09:55
711,66,9,BULUNGWA,BULUNGWA,,678732343,,21,2019-01-01,06:08:48,12/05/2022 06:08
712,14,8,MGANZA,MGANZA,,,,21,2019-01-01,06:16:41,12/05/2022 06:16
713,72,9,MJIMPYA,MJIMPYA,,762399101,,21,2019-01-01,06:33:44,12/05/2022 06:33
714,51,11,GUA,GUA,,652014477,,21,2019-01-01,06:52:39,12/05/2022 06:52
715,35,6,ROMBO KATI,ROMBO KATI KILIMANJARO MASHARIKI,,,,23,2019-01-01,08:22:45,12/05/2022 08:22
716,52,17,IYUNGA,IYUNGA - KUSINI MAGHARIBI,,685903713,,37,2019-01-01,08:34:22,12/05/2022 08:34
717,27,10,BUNGU MAGHARIBI,BUNGU MAGHARIBI,,716277893,,21,2019-01-01,09:24:04,12/05/2022 09:24
718,15,10,KYAMUTWALA,KYAMUTWALA,,,,21,2019-01-01,09:48:37,12/05/2022 09:48
719,26,9,KEREGE,PWANI,,755079142,,24,2019-01-01,12:39:07,12/05/2022 12:39
720,36,10,MAKAME,MAKAME - KITETO,,,,37,2019-01-01,13:03:08,12/05/2022 13:03
721,71,15,MINJINGU,BABATI,,,,24,2019-01-01,13:22:11,12/05/2022 13:22
722,37,18,MASAKTA,MASAKTA - MANYARA MAGHARIBI,,782931402,,37,2019-01-01,07:31:06,13/05/2022 07:31
723,1,9,MONDO,MONDO DODOMA KASKAZINI,,,,23,2019-01-01,08:42:31,14/05/2022 08:42
724,1,10,MITIRYANGWI,MITIRYANGWI,,,,23,2019-01-01,12:09:38,14/05/2022 12:09
725,1,11,KIKORE,KIKORE DODOMA KASKAZINI,,,,23,2019-01-01,12:14:27,14/05/2022 12:14
726,1,12,SOYA,SOYA DODOMA KASKAZINI,,,,23,2019-01-01,12:27:36,14/05/2022 12:27
727,37,19,MULBADAW (HAINA MAKANISA),MANYARA MAGHARIBI,,,,24,2019-01-01,12:37:27,16/05/2022 12:51
728,37,20,ENDASAK,MANYARA MAGHARIBI,,624360368,,24,2019-01-01,12:38:31,16/05/2022 13:23
729,37,21,MULBADAW,MANYARA MAGHARIBI,,785628229,,24,2019-01-01,12:39:21,16/05/2022 12:39
730,37,22,DAWAR,MANYARA MAGHARIBI,,684327748,,24,2019-01-01,14:43:11,16/05/2022 14:43
731,37,23,BALANG'DA LALU,MANYARA MAGHARIBI,,742430927,,24,2019-01-01,15:09:00,16/05/2022 15:09
732,28,15,SONGE,SONGE - TANGA MAGHARIBI,,784365793,,37,2019-01-01,08:34:05,17/05/2022 08:34
733,35,7,ROMBO MASHARIKI,ROMBO MASHARIKI KILIMANJARO MASHARIKI,,,,23,2019-01-01,05:41:51,18/05/2022 05:41
734,33,8,MWANGA KUSINI,MWANGA KUSINI KILIMANJARO KUSINI,,,,23,2019-01-01,15:27:22,18/05/2022 15:27
735,27,11,MOMBO MASHARIKI,MOMBO MASHARIKI,,713033200,,21,2019-01-01,10:33:50,21/05/2022 10:33
736,27,12,MOMBO MAGHARIBI,MOMBO MAGHARIBI,,758277201,,21,2019-01-01,10:35:00,21/05/2022 10:35
737,36,11,DONGO,DONGO - KITETO,,685564712,,37,2019-01-01,12:40:13,21/05/2022 12:40
738,27,13,BUNGU MASHARIKI,BUNGU MASHARIKI,,715473827,,21,2019-01-01,07:21:02,23/05/2022 07:21
739,4,17,KISING'A NEW,KISING'A - IRINGA KASKAZINI ,,629325813,,37,2019-01-01,09:59:19,25/05/2022 09:59
